/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 72: STARTS_SINCE: unbound variable
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 95: local: can only be used in a function
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 96: msg: unbound variable
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 37: [: 0
0: integer expression expected
/root/.openclaw/workspace/skills/hermes-guardian/health_check.sh: line 41: [: 0
0: integer expression expected
11:27:01 — OK — 正常 | PID 2340258 | Feishu=none
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 02:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
02:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 03:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
03:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:06:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:06:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:21:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:21:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:39:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:39:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:54:02]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:54:02 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 04:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
04:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:12:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:15:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:15:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:18:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:18:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:21:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:21:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:24:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:24:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:27:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:27:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:30:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:30:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:33:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:33:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:36:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:36:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:39:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:39:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:42:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:42:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:45:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:45:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:48:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:48:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:51:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:51:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:54:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:54:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 05:57:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
05:57:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 06:00:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
06:00:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 06:03:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
06:03:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 06:06:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
06:06:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 06:09:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
openclaw: no（PID N/A）
06:09:01 — WARNING — openclaw-gateway 离线（备用系统）
[Hermes Guardian 06:12:01]
【WARNING】hermes-gateway
openclaw-gateway 离线（备用系统）
进程: yes（PID 2362153）
